listing_type,status,Demand %,area,zone,project_name,tenant_restriction,price,Notes,estimated mv,installment,parking/floor,bed,bath,size,furnishing,type,tenure,room_type,bath_type,anchors,image,wa_text,date_added,source_link,move_in_date,code,lelong_date
rental,rented,-,Petaling Jaya / Damansara,Damansara Perdana,D'Vervain Residences (Malaysian Only),,1800,,,-,,2,1,550,Partially Furnished,Apartment,-,-,-,IPC Shopping Centre | The Curve | IKEA Damansara | 1 Utama Shopping Centre,https://www.haniproperties.com/images/unitpic/dvervainresidencesmalaysianonlyADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at D'Vervain Residences (Malaysian Only), Damansara Perdana. Price: RM1800. Ref: ADL",5/7/2026,https://telegram.me/adiblisting/7540,Immediate,ADL,
rental,rented,-,Cheras,Jalan Sri Permaisuri,Vista Tasik Condominium,,2000,,,-,,3,2,1003,Fully Furnished,Condominium,-,-,-,LRT Cheras Station | MEX Expressway | SALAK Expressway,https://www.haniproperties.com/images/unitpic/vistatasikcondominiumEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Vista Tasik Condominium, Jalan Sri Permaisuri. Price: RM2000. Ref: EX",3/7/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/27677,Immediate,EX,
rental,rented,-,Kajang,-,Sutera Pines,,1200,,,-,,3,2,1055,Partially Furnished,Condominium,-,-,-,-,https://www.haniproperties.com/images/unitpic/suterapinesNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sutera Pines, -. Price: RM1200. Ref: NS",3/7/2026,https://telegram.me/rumahsewajualbelikldanselangor/11499,-,NS,
rental,rented,-,Cheras,Bandar Mahkota Cheras,Suria Court,,1300,,,-,,3,2,1104,Partially Furnished,Apartment,-,-,-,AEON Mahkota Cheras | Columbia Asia Hospital Cheras | Cheras-Kajang Expressway | SILK Highway,https://www.haniproperties.com/images/unitpic/suriacourtADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Suria Court, Bandar Mahkota Cheras. Price: RM1300. Ref: ADL",3/7/2026,https://telegram.me/adiblisting/7306,Immediate,ADL,
rental,rented,-,Kuala Lumpur,Sentul,Sky Awani 1,,1500,,,-,,3,2,800,Partially Furnished,Service Residence,-,-,-,Sentul KTM Station | Sentul Timur LRT Station | Sunway Putra Mall | SOGO Kuala Lumpur,https://www.haniproperties.com/images/unitpic/skyawani1ADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sky Awani 1, Sentul. Price: RM1500. Ref: ADL",3/7/2026,https://telegram.me/adiblisting/7281,1/9/2026,ADL,
rental,rented,-,Puncak Alam,Eco Grandeur,Regent Garden,,2500,,,-,,4,3,1508,Fully Furnished,Terrace,-,-,-,Lotus's Puncak Alam | Econsave | UiTM Puncak Alam | LATAR Expressway,https://www.haniproperties.com/images/unitpic/regentgardenADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Regent Garden, Eco Grandeur. Price: RM2500. Ref: ADL",3/7/2026,https://telegram.me/adiblisting/7320,1/8/2026,ADL,
rental,rented,-,Kuala Lumpur,Taman Desa,Danau Murni Condominium,,1350,,,-,,3,2,700,Partially Furnished,Condominium,-,-,-,KTM Pantai Dalam | LRT Kerinchi | Mid Valley Megamall | Pearl Point Mall,https://www.haniproperties.com/images/unitpic/danaumurnicondominiumEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Danau Murni Condominium, Taman Desa. Price: RM1350. Ref: EX",3/7/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/27636,Immediate,EX,
rental,rented,-,Kuala Lumpur,"Taman Bukit Angkasa, Pantai Dalam",Apartment Blok 21,,1700,,,-,,3,2,950,Partially Furnished,Apartment,-,-,-,Pantai Dalam KTM Station | Mid Valley Megamall | The Gardens Mall | Pantai Hospital Kuala Lumpur,https://www.haniproperties.com/images/unitpic/apartmentblok21ADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Apartment Blok 21, Taman Bukit Angkasa, Pantai Dalam. Price: RM1700. Ref: ADL",3/7/2026,https://telegram.me/adiblisting/7293,1/8/2026,ADL,
rental,rented,-,Puchong,Bandar 16 Sierra,Zentro Residences,,3600,,,,,4,2,969,Fully Furnished,Service Residence,,,,MRT 16 Sierra | Sierra Fresco | Multimedia University | Hospital Serdang | AEON Taman Equine | MEX Highway,https://www.haniproperties.com/images/unitpic/zentroresidencesMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Zentro Residences, Bandar 16 Sierra. Price: RM3600. Ref: MMN",19/3/2026,https://telegram.me/AniListings/1326,15/4/2026,MMN,
subsale,rented,-,Ampang,Taman Bukit Indah,Mutiara Condominium,,419000,419000,,1785,,3,2,1033,-,Condominium,Leasehold,-,-,AEON Big Ampang | Ampang Point Shopping Centre | KPJ Ampang Puteri Specialist Hospital | Pantai Hospital Ampang | MRR2,https://www.haniproperties.com/images/unitpic/mutiaracondominiumEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Mutiara Condominium, Taman Bukit Indah. Price: RM419000. Ref: EXP",2/7/2026,https://telegram.me/extremeproperty_listing/19353,-,EXP,
rental,rented,-,Setapak,-,Flora Residency,,1250,,,-,,3,2,800,Partially Furnished,Apartment,-,-,-,Setapak Central Mall | KL Traders Square | DUKE Highway,https://www.haniproperties.com/images/unitpic/floraresidencyADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Flora Residency, -. Price: RM1250. Ref: ADL",2/7/2026,https://telegram.me/adiblisting/7189,Immediate,ADL,
rental,rented,-,Puchong,Bandar 16 Sierra,Zentro Residences,,3600,,,,,4,2,969,Fully Furnished,Service Residence,,,,MRT 16 Sierra | Sierra Fresco | Multimedia University | Hospital Serdang | AEON Taman Equine | MEX Highway,https://www.haniproperties.com/images/unitpic/zentroresidencesMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Zentro Residences, Bandar 16 Sierra. Price: RM3600. Ref: MMN",19/3/2026,https://telegram.me/AniListings/1326,15/4/2026,MMN,
rental,rented,-,Petaling Jaya / Damansara,Damansara Damai,The Zizz @ Damansara North,,1700,,,-,,3,2,700,Partially Furnished,Service Residence,-,-,-,MRT Damansara Damai | Seasons Square | Damansara Damai Medical Centre | LATAR | LDP,https://www.haniproperties.com/images/unitpic/thezizzdamansaranorthMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at The Zizz @ Damansara North, Damansara Damai. Price: RM1700. Ref: MMN",1/7/2026,https://telegram.me/AniListings/2907,Immediate,MMN,
rental,rented,-,Kuala Lumpur,Old Klang Road,The Scott Garden SOHO,,1600,,,-,,2,2,775,Fully Furnished,Studio,-,-,-,KTM Petaling | Mid Valley City | Bangsar South | KL Sentral | Federal Highway,https://www.haniproperties.com/images/unitpic/thescottgardensohoADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at The Scott Garden SOHO, Old Klang Road. Price: RM1600. Ref: ADL",1/7/2026,https://telegram.me/adiblisting/7113,18/7/2026,ADL,
rental,rented,-,Sepang,Kota Warisan,Arena Residensi 1,,2000,,,-,,3,2,904,Fully Furnished,Service Residence,-,-,-,Salak Tinggi ERL Station | KIP Mall Kota Warisan | Xiamen University Malaysia | ELITE Highway | MEX Highway,https://www.haniproperties.com/images/unitpic/arenaresidensi1MMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Arena Residensi 1, Kota Warisan. Price: RM2000. Ref: MMN",1/7/2026,https://telegram.me/AniListings/2919,Immediate,MMN,
rental,rented,-,Ampang,Taman Mulia Jaya,Antara Apartment,,1400,,,-,,3,2,900,Partially Furnished,Apartment,-,-,-,Jalan Bukit Ampang,https://www.haniproperties.com/images/unitpic/antaraapartmentEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Antara Apartment, Taman Mulia Jaya. Price: RM1400. Ref: EX",1/7/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/27601,Immediate,EX,
rental,rented,-,Puncak Alam,Puncak Alam,2-Storey Terraced House Puncak Alam,,2500,,,-,,5,4,2100,Fully Furnished,Terrace,-,-,-,UiTM Puncak Alam | Tesco Puncak Alam | Econsave Puncak Alam | Hospital Shah Alam,https://www.haniproperties.com/images/unitpic/2storeyterracedhousepuncakalamHF/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 2-Storey Terraced House Puncak Alam, Puncak Alam. Price: RM2500. Ref: HF",1/7/2026,https://telegram.me/iqalisting/2918,Immediate,HF,
rental,rented,-,Cheras,Pandan Perdana,28 Boulevard,,1650,,,-,,0,1,450,Fully Furnished,Studio,-,-,-,Sunway Velocity Mall | 1 Shamelin Shopping Mall | NSK Grocer | MRR2 | KLCC,https://www.haniproperties.com/images/unitpic/28boulevardADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 28 Boulevard, Pandan Perdana. Price: RM1650. Ref: ADL",1/7/2026,https://telegram.me/adiblisting/7170,1/8/2026,ADL,
rental,rented,-,Kuala Lumpur,Sungai Besi,1 Razak Mansion,,1400,,,-,,3,2,800,Partially Furnished,Apartment,-,-,-,LRT Salak Selatan | MRT Chan Sow Lin | TRX | KLCC | BESRAYA,https://www.haniproperties.com/images/unitpic/1razakmansionADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 1 Razak Mansion, Sungai Besi. Price: RM1400. Ref: ADL",1/7/2026,https://telegram.me/adiblisting/5251,Jul-26,ADL,
rental,rented,-,Petaling Jaya / Damansara,Bandar Sri Damansara,SD 2 Apartment,,950,,,-,,3,2,807,Unfurnished,Apartment,-,-,-,Bandar Sri Damansara MRT Station | AEON Metro Prima | Lotus's Kepong | LDP,https://www.haniproperties.com/images/unitpic/sd2apartmentADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at SD 2 Apartment, Bandar Sri Damansara. Price: RM950. Ref: ADL",30/6/2026,https://telegram.me/adiblisting/7018,Immediate,ADL,
rental,rented,-,Setapak,Setapak,Ascenda Residences @ SkyArena,,2000,,,-,,3,2,1000,Partially Furnished,Apartment,-,-,-,Wangsa Maju LRT Station | Sri Rampai LRT Station | Setapak Central Mall | Columbia Asia Hospital Setapak | DUKE,https://www.haniproperties.com/images/unitpic/ascendaresidencesskyarenaADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Ascenda Residences @ SkyArena, Setapak. Price: RM2000. Ref: ADL",30/6/2026,https://telegram.me/adiblisting/6965,Immediate,ADL,
subsale,booked,-,Ampang,Ampang Point,Apartment Permai Putera,,355000,355000,,1601,,3,-,1020,-,Apartment,Leasehold,-,-,LRT Ampang | Ampang Point | Ampang Puteri Hospital | SUKE Highway,https://www.haniproperties.com/images/unitpic/apartmentpermaiputeraEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Apartment Permai Putera, Ampang Point. Price: RM355000. Ref: EXP",30/6/2026,https://telegram.me/extremeproperty_listing/19272,-,EXP,
rental,rented,-,Shah Alam,TTDI Jaya,Pangsapuri Jaya,,1200,,,-,,3,2,850,Partially Furnished,Apartment,-,-,-,Batu Tiga KTM Station | AEON Mall Shah Alam | Politeknik Sultan Salahuddin Abdul Aziz Shah,https://www.haniproperties.com/images/unitpic/pangsapurijayaMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Pangsapuri Jaya, TTDI Jaya. Price: RM1200. Ref: MMN",28/6/2026,https://telegram.me/AniListings/2869,Jul-26,MMN,
rental,rented,-,Ampang,Ampang,Ampang Prima,,1800,,,-,,3,2,1100,Partially Furnished,Condominium,-,-,-,Railway Station Ampang | Shops Ampang | Major Highways,https://www.haniproperties.com/images/unitpic/ampangprimaEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Ampang Prima, Ampang. Price: RM1800. Ref: EX",27/6/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/27404,Immediate,EX,
rental,rented,-,Kuala Lumpur,Taman Keramat,Liberty Arc,,1600,,,,,0,1,450,Fully Furnished,Studio,,,,24-Hour Security | Covered Car Park | Swimming Pool | Gymnasium | Sauna Room | Tennis Court | Squash Court | BBQ Area | Picnic Area,https://www.haniproperties.com/images/unitpic/libertyarcADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Liberty Arc, Taman Keramat. Price: RM1600. Ref: ADL",24/6/2026,https://telegram.me/adiblisting/6766,Immediate,ADL,
rental,rented,-,Selayang,Selayang Baru,LakePark Residence @ KL North,,1700,,,,,3,2,1125,Partially Furnished,Condominium,,,,Swimming Pool | Gymnasium | Playground | Jogging Track | Multipurpose Hall | BBQ Area | Surau | Landscaped Garden | Covered Parking | 24-Hour Security with Access Card,https://www.haniproperties.com/images/unitpic/lakeparkresidenceklnorthADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at LakePark Residence @ KL North, Selayang Baru. Price: RM1700. Ref: ADL",24/6/2026,https://telegram.me/adiblisting/6795,Immediate,ADL,
rental,rented,-,Klang,Bandar Bukit Tinggi,TRIO by Setia,,1800,,,,,2,1,624,Fully Furnished,Service Residence,,,,AEON Bukit Tinggi Shopping Centre | KESAS,https://www.haniproperties.com/images/unitpic/triobysetiaMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at TRIO by Setia, Bandar Bukit Tinggi. Price: RM1800. Ref: MMN",23/6/2026,https://telegram.me/AniListings/2795,Immediate,MMN,
rental,rented,-,Kuala Lumpur,Segambut,Sri Intan 1,,1500,,,,,3,2,856,Fully Furnished,Apartment,,,,24-Hour Security | Swimming Pool | Gymnasium | Badminton Court | Playground | Multipurpose Hall | Surau | Covered Parking,https://www.haniproperties.com/images/unitpic/sriintan1ADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sri Intan 1, Segambut. Price: RM1500. Ref: ADL",23/6/2026,https://telegram.me/adiblisting/6617,Immediate,ADL,
rental,rented,-,Bukit Jalil,Bukit Jalil,Residensi Aman Jalil,,1400,,,,,3,2,900,Partially Furnished,Condominium,,,,Swimming Pool | Gymnasium | Playground | Multipurpose Hall | Jogging Track | Tennis Court | Squash Court | 24 Hours Security,https://www.haniproperties.com/images/unitpic/residensiamanjalilNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Aman Jalil, Bukit Jalil. Price: RM1400. Ref: NS",23/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/11389,Immediate,NS,
rental,rented,-,Bangi,Bandar Seri Putra,Residensi Adelia 4,,1800,,,,,3,3,1045,Fully Furnished,Condominium,,,,Swimming Pool | Gymnasium | Jogging Track | Playground | Multipurpose Hall | Club House | 24 Hours Security,https://www.haniproperties.com/images/unitpic/residensiadelia4NS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Adelia 4, Bandar Seri Putra. Price: RM1800. Ref: NS",23/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/11405,Immediate,NS,
rental,rented,-,Shah Alam,"Seksyen 13, Shah Alam",Brunsfield Riverview,,1600,,,,,3,2,800,Partially Furnished,Condominium,,,,MSU Medical University | AEON Shah Alam | Stadium Shah Alam,https://www.haniproperties.com/images/unitpic/brunsfieldriverviewMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Brunsfield Riverview, Seksyen 13, Shah Alam. Price: RM1600. Ref: MMN",23/6/2026,https://telegram.me/AniListings/2761,Immediate,MMN,
rental,rented,-,Ampang,Pandan Perdana,28 Boulevard,,1800,,,,,1,1,450,Partially Furnished,Studio,,,,Swimming Pool | Gymnasium | Multipurpose Hall | Children's Playground | 24-Hour Security | Covered Parking,https://www.haniproperties.com/images/unitpic/28boulevardADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 28 Boulevard, Pandan Perdana. Price: RM1800. Ref: ADL",23/6/2026,https://telegram.me/adiblisting/6609,Immediate,ADL,
rental,rented,-,Puchong,Puchong Perdana,Seroja Apartment,,1100,,,,,3,2,738,Partially Furnished,Apartment,,,,Gated & Guarded | 24 Hours Security | Swimming Pool | Playground | Jogging Track | Multipurpose Hall | Surau,https://www.haniproperties.com/images/unitpic/serojaapartmentNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Seroja Apartment, Puchong Perdana. Price: RM1100. Ref: NS",22/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/11297,Early July 2026,NS,
rental,rented,-,Bukit Jalil,Bukit Jalil,PPA1M Bukit Jalil,,1300,,,,,3,2,1200,Partially Furnished,Apartment,,,,Security 24 jam | Lift | Playground | Multipurpose Hall,https://www.haniproperties.com/images/unitpic/ppa1mbukitjalilNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at PPA1M Bukit Jalil, Sri Petaling. Price: RM1300. Ref: NS",22/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/10688,1/6/2026,NS,
rental,rented,-,Ampang,Pandan Perdana,Boulevard,,1800,,,,,1,1,450,Partially Furnished,Service Residence,,,,24-Hour Security | Swimming Pool | Gymnasium | Sauna | Jogging Track | Barbecue Area | Multipurpose Hall | Playground | Mini Mart | Lift,https://www.haniproperties.com/images/unitpic/boulevardEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Boulevard, Pandan Perdana. Price: RM1800. Ref: EX",22/6/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/27178,Immediate,EX,
rental,rented,-,Shah Alam,Seksyen 22 Shah Alam,Alam Sanjung @ Subang West,,1650,,,,,3,2,912,Unfurnished,Service Residence,,,,Kilang Gula | AEON | MSU,https://www.haniproperties.com/images/unitpic/alamsanjungsubangwestMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Alam Sanjung @ Subang West, Seksyen 22 Shah Alam. Price: RM1650. Ref: MMN",22/6/2026,https://telegram.me/AniListings/2745,8/7/2026,MMN,
rental,rented,-,Puchong,Bandar Kinrara,Vista Lavender,,1100,,,,,3,2,1017,Partially Furnished,Apartment,,,,Swimming Pool | Wading Pool | Gymnasium | Multipurpose Hall | Playground | 24-Hour Security,https://www.haniproperties.com/images/unitpic/vistalavenderADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Vista Lavender, Bandar Kinrara. Price: RM1100. Ref: ADL",21/6/2026,https://telegram.me/adiblisting/6571,1/7/2026,ADL,
rental,rented,-,Subang Jaya,Bandar Sunway,Mentari Court,,1500,,,,,3,2,780,Fully Furnished,Apartment,,,,KTM Setia Jaya | Sunway Pyramid | Taylor's College | Sunway Medical Centre | PLUS Highway,https://www.haniproperties.com/images/unitpic/mentaricourtADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Mentari Court, Bandar Sunway. Price: RM1500. Ref: ADL",21/6/2026,https://telegram.me/adiblisting/6465,Immediate,ADL,
rental,rented,-,Bukit Jalil,Kuchai Lama,M Oscar,,2000,,,,,2,2,700,Fully Furnished,Service Residence,,,,MRT Taman Naga Emas | Mid Valley Megamall | APU | IMU Hospital | NSK Kuchai Lama | MEX Highway,https://www.haniproperties.com/images/unitpic/moscarADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at M Oscar, Kuchai Lama. Price: RM2000. Ref: ADL",21/6/2026,https://telegram.me/adiblisting/6478,1/7/2026,ADL,
rental,rented,-,Kuala Lumpur,Segambut,Sri Putramas,,1700,,,,,3,2,1050,Fully Furnished,Condominium,,,,Jalan Ipoh KTM | Hartamas Shopping Centre | SK Segambut | HKL | Giant Kepong | DUKE Highway,https://www.haniproperties.com/images/unitpic/sriputramasADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sri Putramas, Segambut. Price: RM1700. Ref: ADL",20/6/2026,https://telegram.me/adiblisting/6429,Immediate,ADL,
rental,rented,-,Bangi,Bandar Baru Bangi,Residensi Adelia 4,,1450,,,,,3,3,1045,Partially Furnished,Apartment,,,,KTM Bangi | UKM | PLUS Highway,https://www.haniproperties.com/images/unitpic/residensiadelia4MMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Adelia 4, Bandar Baru Bangi. Price: RM1450. Ref: MMN",20/6/2026,https://telegram.me/AniListings/2714,1/7/2001,MMN,
rental,rented,-,Kuala Lumpur,Segambut,Sri Putramas 1,,1700,,,,,3,2,1050,Fully Furnished,Condominium,,,,"Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque Area, Minimart, Multipurpose Hall, Club House, Jogging Track, Tennis Court, Squash Court",https://www.haniproperties.com/images/unitpic/sriputramas1EX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sri Putramas 1, Segambut. Price: RM1700. Ref: EX",19/6/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/27126,Immediate,EX,
rental,rented,-,Shah Alam,Seksyen 22,Puri Aiyu,,1700,,,,,3,2,1102,Partially Furnished,Apartment,,,,KTM Batu Tiga | UITM Shah Alam | MSU Medical Centre | AEON Big Shah Alam | Federal Highway,https://www.haniproperties.com/images/unitpic/puriaiyuMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Puri Aiyu, Seksyen 22. Price: RM1700. Ref: MMN",18/6/2026,https://telegram.me/AniListings/2696,1/8/2026,MMN,
rental,rented,-,Shah Alam,U12,Idaman Cahaya 2,,1700,,,,,3,3,1022,Partially Furnished,Apartment,,,,Setia City Mall | UNISEL Shah Alam | Hospital Shah Alam | NKVE,https://www.haniproperties.com/images/unitpic/idamancahaya2MMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Idaman Cahaya 2, U12. Price: RM1700. Ref: MMN",18/6/2026,https://telegram.me/AniListings/2635,Immediate,MMN,
rental,rented,-,Shah Alam,Seksyen 7,I-City I-Residence,,1750,,,,,2,1,754,Partially Furnished,Condominium,,,,Shah Alam KTM | i-City Mall | UiTM Shah Alam | Hospital Shah Alam | Giant Shah Alam | NKVE,https://www.haniproperties.com/images/unitpic/icityiresidenceMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at I-City I-Residence, Seksyen 7. Price: RM1750. Ref: MMN",18/6/2026,https://telegram.me/AniListings/2687,Immediate,MMN,
rental,rented,-,Cheras,Taman Sri Sabah,Flat Sri Sabah 3A,,1400,,,,,2,1,880,Partially Furnished,Flat,,,,Taman Connaught MRT | AEON Mall Cheras Selatan | SMK Taman Connaught | Hospital Cheras | Lotus's Cheras | Cheras|Kajang Highway,https://www.haniproperties.com/images/unitpic/flatsrisabah3aEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Flat Sri Sabah 3A, Taman Sri Sabah. Price: RM1400. Ref: EX",18/6/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/27042,Immediate,EX,
