listing_type	area	zone	project_name	price	bed	bath	size	furnishing	type	tenure	room_type	bath_type	anchors	image	wa_text
unit	Kajang	Kajang	Saville Kajang	1950.0	3	2	1004	Fully Furnished	Service Residence				Kajang MRT Station • AEON Kajang • UNITEN • Hospital Kajang • AEON Big Kajang • LEKAS Highway		Hi Hani, I'm interested in the unit rental at Saville Kajang, Kajang.
unit	Sungai Buloh	Bandar Seri Coalfields	Saujana Aman Jalan Saujana Aman 2 Storey Terrace	1500.0	3	2	900	Unfurnished	Landed				Sungai Buloh MRT • KIPMall Desa Coalfields • UiTM Puncak Alam • Hospital UiTM Puncak Alam • Econsave Puncak Alam • Guthrie Corridor Expressway		Hi Hani, I'm interested in the unit rental at Saujana Aman Jalan Saujana Aman 2 Storey Terrace, Bandar Seri Coalfields.
unit	Petaling Jaya	Damansara Perdana	Ritze Perdana 1	1200.0	0	1	382	Fully Furnished	Studio				MRT Mutiara Damansara • IPC Shopping Centre • Taylor's University • Damansara Specialist Hospital • Village Grocer The Curve • LDP		Hi Hani, I'm interested in the unit rental at Ritze Perdana 1, Damansara Perdana.
unit	Puncak Alam	Puncak Alam	Ritma Perdana Puncak Alam Corner Lot	2000.0	4	4	1450	Partially Furnished	Landed				No • No • UiTM Puncak Alam • No • ECONSAVE Puncak Alam • LATAR Highway		Hi Hani, I'm interested in the unit rental at Ritma Perdana Puncak Alam Corner Lot, Puncak Alam.
unit	Kajang	Kajang	Residensi Zamrud Kajang 2	1150.0	3	2	1023	Unfurnished	Apartment				KTM Kajang • Reko Sentral • UKM • No • No • No		Hi Hani, I'm interested in the unit rental at Residensi Zamrud Kajang 2, Kajang.
unit	Kajang	Kajang 2	Residensi Zamrud	1200.0	3	2	900	Partially Furnished	Condominium				KTM Kajang • – • – • – • – • SILK Highway		Hi Hani, I'm interested in the unit rental at Residensi Zamrud, Kajang 2.
unit	Kajang	Kajang 2	Residensi Zamrud	1100.0	3	2	1023	Unfurnished	Condominium				MRT Kajang • Kajang Mall • No • Hospital Kajang • Mydin Kajang • LEKAS Highway		Hi Hani, I'm interested in the unit rental at Residensi Zamrud, Kajang 2.
unit	Kuala Lumpur	Wangsa Maju	Residensi WangsaMas	2050.0	3	2	800	Fully Furnished	Condominium				LRT Sri Rampai • Wangsa Walk Mall • UTAR Setapak • Gleneagles Intan Medical Centre • AEON Big Wangsa Maju • AKLEH		Hi Hani, I'm interested in the unit rental at Residensi WangsaMas, Wangsa Maju.
unit	Puchong	Bandar Puteri Puchong	Residensi Vierra	2400.0	3	2	900	Fully Furnished	Service Residence				Easy access to LDP & SKVE; ~5 mins Bandar Puteri Puchong; ~10 mins IOI Mall Puchong; ~15 mins Sunway Pyramid		Hi Hani, I'm interested in the unit rental at Residensi Vierra, Bandar Puteri Puchong.
unit	Kajang	Sungai Chua	Residensi Sutera 7	1550.0	3	2	980	Unfurnished	Apartment				MRT Bukit Dukung • IOI City Mall • UKM • Hospital Kajang • Lotus's Kajang • SILK Highway		Hi Hani, I'm interested in the unit rental at Residensi Sutera 7, Sungai Chua.
unit	Sentul	Sentul	Residensi Sky Awani 2	2200.0	3	2	800	Fully Furnished	Apartment				MRT Kampung Batu Station • No • No • No • No • No		Hi Hani, I'm interested in the unit rental at Residensi Sky Awani 2, Sentul.
unit	Kuala Lumpur	Bandar Tasik Selatan	Residensi Sateria SASaR	1800.0	3	2	1000	Partially Furnished	Apartment				Giant (Supermarket) • Endah Parade (Mall) • HUKM (Medical) • LRT Tasik Selatan (Transport) • ERL Tasik Selatan (Transport) • MRR2 (Highway)		Hi Hani, I'm interested in the unit rental at Residensi Sateria SASaR, Bandar Tasik Selatan.
unit	Kuala Lumpur	Bandar Tasik Selatan	Residensi Sateria SASaR	1700.0	4	2	1003	Partially Furnished	Apartment				LRT Tasik Selatan (Transport) • Endah Parade (Mall) • HUKM (Medical) • Giant (Supermarket) • MRR2 (Highway)		Hi Hani, I'm interested in the unit rental at Residensi Sateria SASaR, Bandar Tasik Selatan.
unit	Kuala Lumpur	Bandar Tasik Selatan	Residensi Sasar Sateria	1800.0	4	2	1000	Partially Furnished	Apartment				Bandar Tasik Selatan MRT/LRT/KTM • The Mines Shopping Mall • No • Hospital UKM (HUKM) • Giant Cheras • BESRAYA Highway		Hi Hani, I'm interested in the unit rental at Residensi Sasar Sateria, Bandar Tasik Selatan.
unit	Kuala Lumpur	Bandar Tasik Selatan	Residensi Sasar Sateria	1500.0	4	2	1000	Unfurnished	Apartment				Bandar Tasik Selatan Station • Mid Valley Megamall • Universiti Malaya • Hospital Kuala Lumpur • AEON Big Cheras • BESRAYA		Hi Hani, I'm interested in the unit rental at Residensi Sasar Sateria, Bandar Tasik Selatan.
unit	Kajang	Kajang 2	Residensi Rimbun @ Canopy Hills	1300.0	2	1	590	Partially Furnished	Service Residence				KTM Kajang 2 • No • Al-Amin Islamic Primary & Secondary School • Klinik Kesihatan Kajang • Mydin Kajang • SILK Highway		Hi Hani, I'm interested in the unit rental at Residensi Rimbun @ Canopy Hills, Kajang 2.
unit	Setapak	Setapak	Residensi Platinum Teratai	2300.0	3	2	920	Fully Furnished	Condominium				LRT Wangsa Maju • KL East Mall • TARUC • KPJ Ampang Puteri Specialist Hospital • AEON Wangsa Maju • DUKE Highway		Hi Hani, I'm interested in the unit rental at Residensi Platinum Teratai, Setapak.
unit	Kajang	Taman Mutiara Kajang	Residensi Mutiara Kajang 2	1400.0	3	2	790	Fully Furnished	Apartment				MRT Jalan Reko • Kajang Mall • SK Jalan Reko • Hospital Kajang • Econsave Kajang • LEKAS		Hi Hani, I'm interested in the unit rental at Residensi Mutiara Kajang 2, Taman Mutiara Kajang.
unit	Kepong	Kepong	Residensi Kepongmas 2	1250.0	3	2	800	Unfurnished	Apartment				Swimming Pool • Gymnasium • Playground • Multipurpose Hall • 24-Hour Security • Covered Parking		Hi Hani, I'm interested in the unit rental at Residensi Kepongmas 2, Kepong.
unit	Kajang	Sungai Tangkas	Residensi Emas Kajang 2	2000.0	3	3	1000	Fully Furnished	Apartment				MRT Kajang • IOI City Mall • Universiti Kebangsaan Malaysia (UKM) • Hospital Kajang • Lotus's Kajang • SILK Highway		Hi Hani, I'm interested in the unit rental at Residensi Emas Kajang 2, Sungai Tangkas.
unit	Kajang	Kajang 2	Residensi Emas @ Kajang 2	1800.0	4	3	958	Partially Furnished	Condominium				KTM Kajang • Metro Point Kajang • SMK Kajang Utama • Hospital Kajang • AEON Big Kajang • LEKAS		Hi Hani, I'm interested in the unit rental at Residensi Emas @ Kajang 2, Kajang 2.
unit	Kajang	Kajang 2	Residensi Emas @ Kajang 2	1500.0	4	3	930	Partially Furnished	Condominium				Aircond (living + 2 rooms) • Kitchen Cabinet • Refrigerator • Washing Machine • Swimming Pool • Gymnasium • Playground		Hi Hani, I'm interested in the unit rental at Residensi Emas @ Kajang 2, Kajang 2.
unit	Kajang	Kajang 2	Residensi Emas @ Kajang 2	1300.0	4	3	930	Partially Furnished	Apartment				Kolam Renang • Lift • Kawalan Keselamatan • Gymnasium • Taman Permainan • Minimart • Dewan Pelbagai Guna		Hi Hani, I'm interested in the unit rental at Residensi Emas @ Kajang 2, Kajang 2.
unit	Kuala Lumpur	Dutamas	Residensi Dutamas Dahlia	2700.0	3	2	900	Fully Furnished	Condominium				LRT Semantan • Publika Shopping Gallery • HELP University • UMMC • Village Grocer Publika • DUKE Highway		Hi Hani, I'm interested in the unit rental at Residensi Dutamas Dahlia, Dutamas.
unit	Kuala Lumpur	Dutamas	Residensi Dutamas Dahlia	2000.0	3	2	900	Partially Furnished	Apartment				Semantan MRT • Publika • No • No • No • DUKE		Hi Hani, I'm interested in the unit rental at Residensi Dutamas Dahlia, Dutamas.
unit	Kuala Lumpur	Dutamas	Residensi Dahlia	1950.0	3	2	900	Partially Furnished	Condominium				Segambut KTM • Publika Shopping Gallery • HELP University • Pantai Hospital KL • Village Grocer • DUKE Highway		Hi Hani, I'm interested in the unit rental at Residensi Dahlia, Dutamas.
unit	Ampang	Pandan Indah	Residensi Bistaria	1100.0	3	2	850	Unfurnished	Apartment				Pandan Indah LRT • Ampang Point • SMK Pandan Indah • Hospital Ampang • AEON Big Ampang • AKLEH		Hi Hani, I'm interested in the unit rental at Residensi Bistaria, Pandan Indah.
unit	Setapak	Setapak	Residensi Berlian Setapak 2	2300.0	3	2	1029	Fully Furnished	Apartment				Wangsa Maju LRT • Setapak Central Mall • TAR UMT • Hospital Melati • AEON Big Wangsa Maju • DUKE Highway		Hi Hani, I'm interested in the unit rental at Residensi Berlian Setapak 2, Setapak.
unit	Cheras	Bandar Sri Permaisuri	Residensi Amansuri	2100.0	3	2	966	Partially Furnished	Condominium				MRT Taman Mutiara • MyTown Shopping Centre • No • Hospital Cheras • AEON Big Cheras Leisure Mall • BESRAYA		Hi Hani, I'm interested in the unit rental at Residensi Amansuri, Bandar Sri Permaisuri.
unit	Cheras	Bandar Sri Permaisuri	Residensi Amansuri	1850.0	3	2	900	Partially Furnished	Condominium						Hi Hani, I'm interested in the unit rental at Residensi Amansuri, Bandar Sri Permaisuri.
unit	Cheras	Bandar Sri Permaisuri	Residensi Amansuri	2000.0	3	2	960	Partially Furnished	Condominium				MRT Taman Connaught • Cheras Leisure Mall • No • Hospital Canselor Tuanku Muhriz • AEON Big Cheras Selatan • SUKE Highway		Hi Hani, I'm interested in the unit rental at Residensi Amansuri, Bandar Sri Permaisuri.
unit	Cheras	Bandar Sri Permaisuri	Residensi Amansuri	2200.0	3	2	900	Partially Furnished	Condominium				MRT Taman Connaught • Cheras Leisure Mall • No • Hospital Canselor Tuanku Muhriz • AEON Big Cheras Selatan • SUKE Highway		Hi Hani, I'm interested in the unit rental at Residensi Amansuri, Bandar Sri Permaisuri.
unit	Cheras	Bandar Sri Permaisuri	Residensi Amansuri	2300.0	3	2	966	Partially Furnished	Condominium				MRT Taman Connaught • Cheras Leisure Mall • No • Hospital Canselor Tuanku Muhriz • AEON Big Cheras Selatan • SUKE Highway		Hi Hani, I'm interested in the unit rental at Residensi Amansuri, Bandar Sri Permaisuri.
unit	Bukit Jalil	Jalil Damai	Residensi Aman Jalil	1400.0	3	2	900	Unfurnished	Apartment				Swimming Pool • Gymnasium • Multipurpose Hall • Children's Playground • Surau • Landscaped Garden • 24-Hour Security • Covered Parking		Hi Hani, I'm interested in the unit rental at Residensi Aman Jalil, Jalil Damai.
unit	Bukit Jalil	Bukit Jalil	Residensi Aman Jalil	1400.0	3	2	900	Partially Furnished	Condominium				Swimming Pool • Gymnasium • Playground • Multipurpose Hall • Jogging Track • Tennis Court • Squash Court • 24 Hours Security		Hi Hani, I'm interested in the unit rental at Residensi Aman Jalil, Bukit Jalil.
unit	Bangi	Bangi	Residensi Adelia 4	1500.0	3	3	1045	Fully Furnished	Apartment				KTM Bangi • Bangi Wonderland • UKM • HCTM • Tesco Bandar Puteri Bangi • PLUS Highway		Hi Hani, I'm interested in the unit rental at Residensi Adelia 4, Bangi.
unit	Bangi	Bangi	Residensi Adelia 4	1800.0	3	3	1045	Fully Furnished	Apartment				KTM Bangi • Bangi Wonderland • UKM • HCTM • Tesco Bandar Puteri Bangi • PLUS Highway		Hi Hani, I'm interested in the unit rental at Residensi Adelia 4, Bangi.
unit	Bangi	Bandar Baru Bangi	Residensi Adelia 4	1450.0	3	3	1045	Partially Furnished	Apartment				KTM Bangi • UKM • PLUS Highway		Hi Hani, I'm interested in the unit rental at Residensi Adelia 4, Bandar Baru Bangi.
unit	Bangi	Bandar Seri Putra	Residensi Adelia 4	1800.0	3	3	1045	Fully Furnished	Condominium				Swimming Pool • Gymnasium • Jogging Track • Playground • Multipurpose Hall • Club House • 24 Hours Security		Hi Hani, I'm interested in the unit rental at Residensi Adelia 4, Bandar Seri Putra.
unit	Puncak Alam	Puncak Alam	Rentak Perdana 2-Storey Terrace	1900.0	4	3	1400	Partially Furnished	Landed				No • Coalfields Retail Park • UiTM Puncak Alam • Hospital UiTM Puncak Alam • ECONSAVE Puncak Alam • LATAR Highway		Hi Hani, I'm interested in the unit rental at Rentak Perdana 2-Storey Terrace, Puncak Alam.
unit	Ampang	Ampang	Reizz Residence	3100.0	2	2	800	Fully Furnished	Condominium				LRT Ampang Park • Suria KLCC • No • Gleneagles Kuala Lumpur • Village Grocer • AKLEH		Hi Hani, I'm interested in the unit rental at Reizz Residence, Ampang.
unit	Kuala Lumpur	Chow Kit	Regalia Residences	3000.0	2	2	988	Fully Furnished	Condominium				PWTC LRT Station • Sunway Putra Mall • SMK Maxwell • Hospital Kuala Lumpur (HKL) • No • DUKE Highway		Hi Hani, I'm interested in the unit rental at Regalia Residences, Chow Kit.
unit	Cheras	Sungai Besi	Razak City Residences	2800.0	3	3	1062	Fully Furnished	Service Residence				Chan Sow Lin MRT/LRT Station • Sunway Velocity Mall • SMK Sungai Besi • Hospital Universiti Kebangsaan Malaysia • NSK Cheras • BESRAYA Highway		Hi Hani, I'm interested in the unit rental at Razak City Residences, Sungai Besi.
unit	Cyberjaya	Cyber 12	Radius Business Park	6000.0	0	2	1763	Unfurnished	Commercial				Facing main road; MMU Cyberjaya ~2km; Cyberjaya Hospital ~3km; Mydin Cyberjaya ~4km; MEX/Elite Highway		Hi Hani, I'm interested in the unit rental at Radius Business Park, Cyber 12.
unit	Kuala Lumpur	Wangsa Maju	Quinn Residence	2900.0	2	2	698	Fully Furnished	Service Residence				Sri Rampai LRT Station • Wangsa Walk Mall • No • Columbia Asia Hospital Setapak • AEON Big Wangsa Maju • DUKE Highway		Hi Hani, I'm interested in the unit rental at Quinn Residence, Wangsa Maju.
unit	Kuala Lumpur	Wangsa Maju	Quinn Residence	3200.0	3	2	800	Fully Furnished	Service Residence				Sri Rampai LRT Station • Wangsa Walk Mall • No • Columbia Asia Hospital Setapak • AEON Big Wangsa Maju • DUKE Highway		Hi Hani, I'm interested in the unit rental at Quinn Residence, Wangsa Maju.
unit	Kuala Lumpur	Chow Kit	Quill Residence	3750.0	1	2	735	Fully Furnished	Service Residence				Medan Tuanku Monorail Station • Quill City Mall • Universiti Kuala Lumpur (UniKL) • Hospital Kuala Lumpur (HKL) • No • AKLEH Highway		Hi Hani, I'm interested in the unit rental at Quill Residence, Chow Kit.
unit	Cheras	Cheras Permaisuri	Q SOVO (Queenville)	1800.0	1	1	670	Fully Furnished	Condominium				LRT Sri Permaisuri • Cheras Leisure Mall • SMK Cheras Perdana • Hospital UKM • AEON Big Cheras • MRR2		Hi Hani, I'm interested in the unit rental at Q SOVO (Queenville), Cheras Permaisuri.
unit	Subang Jaya	USJ	Putra Residence	1600.0	2	1	645	Partially Furnished	Condominium				LRT Subang Jaya • Subang Parade • Sunway University • Sunway Medical Centre • Giant USJ • Federal Highway		Hi Hani, I'm interested in the unit rental at Putra Residence, USJ.
unit	Puchong	Bandar Puteri Puchong	Puteri Bayu Apartment	1450.0	3	2	900	Unfurnished	Apartment				LRT IOI Puchong • IOI Mall Puchong • SMK Bandar Puteri Puchong • KPJ Puchong Specialist Hospital • AEON Big Puchong • LDP		Hi Hani, I'm interested in the unit rental at Puteri Bayu Apartment, Bandar Puteri Puchong.
unit	Shah Alam	Seksyen 22	Puri Aiyu	1700.0	3	2	1102	Partially Furnished	Apartment				KTM Batu Tiga • UITM Shah Alam • MSU Medical Centre • AEON Big Shah Alam • Federal Highway		Hi Hani, I'm interested in the unit rental at Puri Aiyu, Seksyen 22.
unit	Petaling Jaya	Ara Damansara	Puncak Seri Kelana	1800.0	3	2	1013	Partially Furnished	Condominium				Ara Damansara LRT Station • Citta Mall • SMK Ara Damansara • Columbia Asia Hospital Ara Damansara • Lotus's Ara Damansara • LDP		Hi Hani, I'm interested in the unit rental at Puncak Seri Kelana, Ara Damansara.
unit	Petaling Jaya	Ara Damansara	Puncak Seri Kelana	1800.0	3	2	1013	Partially Furnished	Condominium				LRT Ara Damansara (walking distance) • Citta Mall (walking distance) • Sunway Pyramid • Federal Highway • NKVE • LDP • Kelana–Subang Link		Hi Hani, I'm interested in the unit rental at Puncak Seri Kelana, Ara Damansara.
unit	Kajang	Taman Universiti	Puncak Hijauan	1400.0	3	2	1002	Partially Furnished	Apartment				KTM UKM (~1.5km) • Bangi Gateway Mall (~4.8km) • UKM (~3.2km) • Hospital Kajang (~8.9km) • Econsave Bangi • SILK Highway		Hi Hani, I'm interested in the unit rental at Puncak Hijauan, Taman Universiti.
unit	Puncak Alam	Puncak Alam	Puncak Bestari 2 Puncak Alam 2-Storey Terrace	1800.0	4	3	1470	Unfurnished	Landed				No • No • UiTM Puncak Alam • Hospital Shah Alam • Econsave Puncak Alam • GCE		Hi Hani, I'm interested in the unit rental at Puncak Bestari 2 Puncak Alam 2-Storey Terrace, Puncak Alam.
unit	Puncak Alam	Puncak Alam	Puncak Alam Fasa 1 2-Storey Terrace	1100.0	3	2	–	Unfurnished	Landed				No • No • UiTM Puncak Alam • Hospital Al-Sultan Abdullah UiTM • ECONSAVE Alam Jaya • Guthrie Corridor Expressway		Hi Hani, I'm interested in the unit rental at Puncak Alam Fasa 1 2-Storey Terrace, Puncak Alam.
unit	Seri Kembangan	Lestari Perdana	Prestige Residence	2000.0	3	2	850	Fully Furnished	Condominium				MRT Putra Permai • AEON Taman Equine • UPM Serdang • Hospital Serdang • Giant Seri Kembangan • MEX		Hi Hani, I'm interested in the unit rental at Prestige Residence, Lestari Perdana.
unit	Cyberjaya	Presint 17	PPA1M Selasih	2000.0	3	2	1000	Fully Furnished	Apartment				No • Alamanda Putrajaya • No • Hospital Putrajaya • Giant Alamanda • MEX Highway		Hi Hani, I'm interested in the unit rental at PPA1M Selasih, Presint 17.
unit	Bukit Jalil	Bukit Jalil	PPA1M Mercu Jalil	1500.0	3	2	1000	Unfurnished	Apartment				LRT Kinrara BK5 • Pavilion Bukit Jalil • International Medical University • IMU Hospital • Giant Bandar Kinrara • Bukit Jalil Highway		Hi Hani, I'm interested in the unit rental at PPA1M Mercu Jalil, Bukit Jalil.
unit	Bukit Jalil	Sri Petaling	PPA1M Bukit Jalil	1300.0	3	2	1200	Partially Furnished	Apartment				Security 24 jam • Lift • Playground • Multipurpose Hall		Hi Hani, I'm interested in the unit rental at PPA1M Bukit Jalil, Sri Petaling.
unit	Kuala Lumpur	Kampung Baru	Plaza Rah Condominium	3000.0	3	2	1178	Fully Furnished	Condominium				MRT Kampung Baru • Suria KLCC • No • Hospital Kuala Lumpur (HKL) • No • AKLEH Highway		Hi Hani, I'm interested in the unit rental at Plaza Rah Condominium, Kampung Baru.
unit	Kuala Lumpur	Keramat	Platinum Splendor Residensi Semarak	2400.0	4	2	1184	Partially Furnished	Condominium				Setiawangsa LRT • Wangsa Walk Mall • UTM Kuala Lumpur • Institut Jantung Negara • No • DUKE		Hi Hani, I'm interested in the unit rental at Platinum Splendor Residensi Semarak, Keramat.
